,Run,Object,RA,Dec,Equinox,UT,Airm,Instr,Texp sec,Sky PA,Filters etc.,Slit,Grat,CenwA,Comments,night,date,mjd,RA_deg,Dec_deg,search_group
81,1601903,98943,18:04:08.57,-03:23:15.4,2000.0,06:26,1.39,0  WFC,60.1,180.0,R,,,,,20220302,20220303,59641.268055555556,271.0357083333333,-3.387611111111111,1.0
82,1601904,98943,18:04:08.81,-03:23:15.9,2000.0,06:28,1.38,4  WFC,60.1,180.0,B,,,,,20220302,20220303,59641.26944444444,271.0367083333333,-3.38775,1.0
83,1601905,98943,18:04:09.03,-03:23:16.5,2000.0,06:29,1.37,9  WFC,60.1,180.0,R,,,,,20220302,20220303,59641.27013888889,271.037625,-3.3879166666666665,1.0
84,1601906,98943,18:04:09.24,-03:23:17.0,2000.0,06:31,1.37,4  WFC,60.0,180.0,V,,,,,20220302,20220303,59641.271527777775,271.03849999999994,-3.3880555555555554,1.0
85,1601907,98943,18:04:09.45,-03:23:17.4,2000.0,06:32,1.36,9  WFC,60.1,180.0,R,,,,,20220302,20220303,59641.27222222222,271.03937499999995,-3.3881666666666668,1.0
86,1601908,98943,18:04:09.66,-03:23:18.1,2000.0,06:33,1.36,4  WFC,60.0,180.0,z,,,,,20220302,20220303,59641.27291666667,271.04024999999996,-3.388361111111111,1.0
87,1601909,98943,18:04:09.87,-03:23:18.6,2000.0,06:35,1.36,0  WFC,60.0,180.0,R,,,,,20220302,20220303,59641.274305555555,271.04112499999997,-3.3885,1.0
88,1601992,172P,4:13:02.15,+29:35:09.4,2000.0,20:37,1.11,3  WFC,150.0,180.0,r,,,,in front of star,20220303,20220303,59641.85902777778,63.258958333333325,29.585944444444443,2.0
89,1601993,172P,4:13:02.15,+29:35:09.4,2000.0,20:41,1.11,9  WFC,150.0,180.0,r,,,,in front of star,20220303,20220303,59641.861805555556,63.258958333333325,29.585944444444443,2.0
90,1601994,172P,4:13:02.15,+29:35:09.4,2000.0,20:44,1.12,6  WFC,150.0,180.0,r,,,,in front of star,20220303,20220303,59641.86388888889,63.258958333333325,29.585944444444443,2.0
91,1601995,172P,4:13:02.15,+29:35:09.4,2000.0,20:47,1.13,4  WFC,150.0,180.0,r,,,,in front of star,20220303,20220303,59641.86597222222,63.258958333333325,29.585944444444443,2.0
92,1601996,172P,4:13:02.15,+29:35:09.4,2000.0,20:50,1.14,1  WFC,150.0,180.0,r,,,,in front of star,20220303,20220303,59641.868055555555,63.258958333333325,29.585944444444443,2.0
93,1601997,172P,4:13:02.15,+29:35:09.3,2000.0,20:55,1.15,2  WFC,150.0,180.0,r,,,,in front of star,20220303,20220303,59641.87152777778,63.258958333333325,29.585916666666666,2.0
94,1601998,172P,4:13:02.15,+29:35:09.4,2000.0,20:58,1.16,0  WFC,150.0,180.0,r,,,,in front of star,20220303,20220303,59641.873611111114,63.258958333333325,29.585944444444443,2.0
95,1601999,172P,4:13:02.15,+29:35:09.4,2000.0,21:01,1.16,8  WFC,150.0,180.0,r,,,,close to star,20220303,20220303,59641.87569444445,63.258958333333325,29.585944444444443,2.0
96,1602000,172P,4:13:02.15,+29:35:09.5,2000.0,21:05,1.18,0  WFC,180.0,180.0,r,,,,,20220303,20220303,59641.87847222222,63.258958333333325,29.58597222222222,2.0
97,1602001,172P,4:13:02.15,+29:35:09.5,2000.0,21:09,1.19,1  WFC,179.9,180.0,r,,,,,20220303,20220303,59641.88125,63.258958333333325,29.58597222222222,2.0
98,1602002,172P,4:13:02.15,+29:35:09.5,2000.0,21:13,1.2,2  WFC,180.0,180.0,r,,,,,20220303,20220303,59641.88402777778,63.258958333333325,29.58597222222222,2.0
99,1602003,172P,4:13:02.15,+29:35:09.4,2000.0,21:17,1.21,7  WFC,180.0,180.0,r,,,,,20220303,20220303,59641.88680555556,63.258958333333325,29.585944444444443,2.0
100,1602004,172P,4:13:02.15,+29:35:09.4,2000.0,21:21,1.22,9  WFC,179.9,180.0,r,,,,,20220303,20220303,59641.88958333333,63.258958333333325,29.585944444444443,2.0
101,1602005,172P,4:13:02.15,+29:35:09.4,2000.0,21:25,1.24,1  WFC,180.0,180.0,r,,,,,20220303,20220303,59641.89236111111,63.258958333333325,29.585944444444443,2.0
102,1602006,172P,4:13:02.15,+29:35:09.4,2000.0,21:29,1.26,1  WFC,299.9,180.0,r,,,,,20220303,20220303,59641.89513888889,63.258958333333325,29.585944444444443,2.0
103,1602007,172P,4:13:02.15,+29:35:09.4,2000.0,21:38,1.28,8  WFC,180.0,180.0,g,,,,,20220303,20220303,59641.90138888889,63.258958333333325,29.585944444444443,2.0
104,1602008,172P,4:13:02.15,+29:35:09.4,2000.0,21:41,1.3,3  WFC,180.0,180.0,g,,,,,20220303,20220303,59641.90347222222,63.258958333333325,29.585944444444443,2.0
105,1602009,172P,4:13:02.15,+29:35:09.4,2000.0,21:45,1.31,8  WFC,180.0,180.0,g,,,,,20220303,20220303,59641.90625,63.258958333333325,29.585944444444443,2.0
106,1602010,172P,4:13:02.15,+29:35:09.4,2000.0,21:49,1.33,4  WFC,180.0,180.0,g,,,,,20220303,20220303,59641.90902777778,63.258958333333325,29.585944444444443,2.0
107,1602011,172P,4:13:02.15,+29:35:09.4,2000.0,21:53,1.35,1  WFC,180.0,180.0,g,,,,,20220303,20220303,59641.91180555556,63.258958333333325,29.585944444444443,2.0
108,1602012,172P,4:13:02.15,+29:35:09.3,2000.0,21:58,1.37,7  WFC,180.0,180.0,r,,,,,20220303,20220303,59641.91527777778,63.258958333333325,29.585916666666666,2.0
109,1602013,172P,4:13:02.15,+29:35:09.4,2000.0,22:02,1.39,6  WFC,179.5,180.0,r,,,,,20220303,20220303,59641.91805555556,63.258958333333325,29.585944444444443,2.0
110,1602014,172P,4:13:02.15,+29:35:09.4,2000.0,22:06,1.41,5  WFC,180.0,180.0,r,,,,,20220303,20220303,59641.92083333333,63.258958333333325,29.585944444444443,2.0
111,1602015,172P,4:13:02.15,+29:35:09.4,2000.0,22:10,1.43,6  WFC,180.0,180.0,r,,,,,20220303,20220303,59641.92361111111,63.258958333333325,29.585944444444443,2.0
112,1602016,172P,4:13:02.15,+29:35:09.4,2000.0,22:13,1.45,7  WFC,179.5,180.0,r,,,,,20220303,20220303,59641.92569444444,63.258958333333325,29.585944444444443,2.0
113,1602017,172P,4:13:02.15,+29:35:09.4,2000.0,22:17,1.47,9  WFC,179.9,180.0,r,,,,,20220303,20220303,59641.92847222222,63.258958333333325,29.585944444444443,2.0
114,1602018,172P,4:13:02.15,+29:35:09.5,2000.0,22:21,1.5,2  WFC,180.0,180.0,r,,,,,20220303,20220303,59641.93125,63.258958333333325,29.58597222222222,2.0
115,1602019,172P,4:13:02.15,+29:35:09.4,2000.0,22:25,1.52,6  WFC,180.0,180.0,r,,,,,20220303,20220303,59641.93402777778,63.258958333333325,29.585944444444443,2.0
116,1602021,15P,7:28:28.39,+30:20:45.7,2000.0,22:39,1.01,9  WFC,599.7,180.0,r,,,,,20220303,20220303,59641.94375,112.11829166666666,30.346027777777778,3.0
117,1602022,15P,7:28:28.31,+30:20:44.1,2000.0,22:50,1.02,8  WFC,599.7,180.0,r,,,,,20220303,20220303,59641.95138888889,112.11795833333332,30.345583333333334,3.0
118,1602023,15P,7:28:28.23,+30:20:42.6,2000.0,23:01,1.03,9  WFC,599.8,180.0,r,,,,,20220303,20220303,59641.959027777775,112.11762499999999,30.345166666666664,3.0
119,1602024,15P,7:28:28.14,+30:20:40.9,2000.0,23:12,1.04,8  WFC,318.7,180.0,r,,,,aborted due to weather,20220303,20220303,59641.96666666667,112.11724999999998,30.344694444444443,3.0
120,1602025,15P,0:00:00.00,+00:00:00.0,2000.0,23:18,1.97,5  WFC,599.6,180.0,r,,,,dome shut,20220303,20220303,59641.97083333333,0.0,0.0,4.0
121,1602026,ROBINSON,13:36:03.86,-23:23:17.9,2000.0,04:39,1.67,0  WFC,599.8,180.0,r,,,,on star,20220303,20220304,59642.19375,204.01608333333328,-23.388305555555554,5.0
122,1602027,ROBINSON,13:36:03.86,-23:23:18.0,2000.0,04:52,1.69,9  WFC,599.7,180.0,g,,,,,20220303,20220304,59642.20277777778,204.01608333333328,-23.388333333333332,5.0
123,1602028,ROBINSON,13:36:03.86,-23:23:17.9,2000.0,05:05,1.73,4  WFC,599.8,180.0,i,,,,,20220303,20220304,59642.211805555555,204.01608333333328,-23.388305555555554,5.0
124,1602029,162P,12:30:12.67,+22:16:37.0,2000.0,05:21,1.2,2  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.222916666666,187.55279166666665,22.276944444444442,6.0
125,1602030,162P,12:30:12.67,+22:16:37.0,2000.0,05:23,1.2,7  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.22430555556,187.55279166666665,22.276944444444442,6.0
126,1602031,162P,12:30:12.67,+22:16:37.0,2000.0,05:25,1.21,3  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.225694444445,187.55279166666665,22.276944444444442,6.0
127,1602032,162P,12:30:12.67,+22:16:37.0,2000.0,05:27,1.21,9  WFC,59.6,180.0,r,,,,,20220303,20220304,59642.22708333333,187.55279166666665,22.276944444444442,6.0
128,1602033,162P,12:30:12.67,+22:16:37.0,2000.0,05:28,1.22,5  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.22777777778,187.55279166666665,22.276944444444442,6.0
129,1602034,162P,12:30:12.67,+22:16:37.0,2000.0,05:30,1.23,0  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.229166666664,187.55279166666665,22.276944444444442,6.0
130,1602035,162P,12:30:12.67,+22:16:37.0,2000.0,05:32,1.23,7  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.23055555556,187.55279166666665,22.276944444444442,6.0
131,1602036,162P,12:30:12.67,+22:16:37.0,2000.0,05:34,1.24,3  WFC,59.6,180.0,r,,,,,20220303,20220304,59642.231944444444,187.55279166666665,22.276944444444442,6.0
132,1602037,162P,12:30:12.67,+22:16:37.0,2000.0,05:35,1.24,9  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.23263888889,187.55279166666665,22.276944444444442,6.0
133,1602038,162P,12:30:12.67,+22:16:37.1,2000.0,05:37,1.25,5  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.23402777778,187.55279166666665,22.27697222222222,6.0
134,1602039,162P,12:30:12.67,+22:16:37.0,2000.0,05:40,1.26,6  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.23611111111,187.55279166666665,22.276944444444442,6.0
135,1602040,162P,12:30:12.67,+22:16:37.0,2000.0,05:42,1.27,3  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.2375,187.55279166666665,22.276944444444442,6.0
136,1602041,162P,12:30:12.67,+22:16:37.1,2000.0,05:44,1.28,0  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.23888888889,187.55279166666665,22.27697222222222,6.0
137,1602042,162P,12:30:12.67,+22:16:37.0,2000.0,05:45,1.28,7  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.239583333336,187.55279166666665,22.276944444444442,6.0
138,1602043,162P,12:30:12.67,+22:16:37.1,2000.0,05:47,1.29,4  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.24097222222,187.55279166666665,22.27697222222222,6.0
139,1602044,162P,12:30:12.67,+22:16:37.0,2000.0,05:49,1.3,2  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.24236111111,187.55279166666665,22.276944444444442,6.0
140,1602045,162P,12:30:12.67,+22:16:37.0,2000.0,05:51,1.3,9  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.24375,187.55279166666665,22.276944444444442,6.0
141,1602046,162P,12:30:12.67,+22:16:37.0,2000.0,05:53,1.31,7  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.24513888889,187.55279166666665,22.276944444444442,6.0
142,1602047,162P,12:30:12.67,+22:16:37.0,2000.0,05:54,1.32,5  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.245833333334,187.55279166666665,22.276944444444442,6.0
143,1602048,162P,12:30:12.67,+22:16:37.0,2000.0,05:56,1.33,2  WFC,59.5,180.0,r,,,,,20220303,20220304,59642.24722222222,187.55279166666665,22.276944444444442,6.0
144,1602049,162P,12:30:12.67,+22:16:36.9,2000.0,05:58,1.34,0  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.248611111114,187.55279166666665,22.276916666666665,6.0
145,1602050,162P,12:30:12.67,+22:16:37.0,2000.0,06:00,1.34,9  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.25,187.55279166666665,22.276944444444442,6.0
146,1602051,162P,12:30:12.67,+22:16:37.0,2000.0,06:01,1.35,7  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.25069444445,187.55279166666665,22.276944444444442,6.0
147,1602052,162P,12:30:12.67,+22:16:37.0,2000.0,06:03,1.36,6  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.25208333333,187.55279166666665,22.276944444444442,6.0
148,1602053,162P,12:30:12.67,+22:16:37.0,2000.0,06:05,1.37,4  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.25347222222,187.55279166666665,22.276944444444442,6.0
149,1602054,162P,12:30:12.67,+22:16:37.0,2000.0,06:09,1.39,5  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.25625,187.55279166666665,22.276944444444442,6.0
150,1602055,162P,12:30:12.67,+22:16:37.0,2000.0,06:11,1.4,4  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.25763888889,187.55279166666665,22.276944444444442,6.0
151,1602056,162P,12:30:12.67,+22:16:37.0,2000.0,06:13,1.41,4  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.25902777778,187.55279166666665,22.276944444444442,6.0
152,1602057,162P,12:30:12.67,+22:16:37.0,2000.0,06:14,1.42,3  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.259722222225,187.55279166666665,22.276944444444442,6.0
153,1602058,162P,12:30:12.67,+22:16:37.0,2000.0,06:16,1.43,3  WFC,59.6,180.0,r,,,,,20220303,20220304,59642.26111111111,187.55279166666665,22.276944444444442,6.0
154,1602059,162P,12:30:12.67,+22:16:37.0,2000.0,06:19,1.44,9  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.263194444444,187.55279166666665,22.276944444444442,6.0
155,1602060,162P,12:30:12.67,+22:16:37.1,2000.0,06:21,1.45,9  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.26458333333,187.55279166666665,22.27697222222222,6.0
156,1602061,162P,12:30:12.67,+22:16:37.0,2000.0,06:25,1.48,3  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.26736111111,187.55279166666665,22.276944444444442,6.0
157,1602062,162P,12:30:12.67,+22:16:37.0,2000.0,06:27,1.49,5  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.26875,187.55279166666665,22.276944444444442,6.0
158,1602063,162P,12:30:12.67,+22:16:36.9,2000.0,06:29,1.5,9  WFC,60.1,180.0,r,,,,,20220303,20220304,59642.27013888889,187.55279166666665,22.276916666666665,6.0
159,1602064,162P,12:30:12.67,+22:16:37.0,2000.0,06:31,1.52,1  WFC,60.0,180.0,r,,,,,20220303,20220304,59642.271527777775,187.55279166666665,22.276944444444442,6.0
160,1602089,172P,4:13:30.00,+29:35:15.6,2000.0,20:28,1.1,2  WFC,180.0,180.0,r,,,,autoguider on for this target,20220304,20220304,59642.85277777778,63.375,29.587666666666667,7.0
161,1602090,172P,4:13:30.00,+29:35:15.6,2000.0,20:32,1.1,9  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.85555555556,63.375,29.587666666666667,7.0
162,1602091,172P,4:13:30.00,+29:35:15.6,2000.0,20:36,1.11,7  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.85833333333,63.375,29.587666666666667,7.0
163,1602092,172P,4:13:30.00,+29:35:15.7,2000.0,20:40,1.12,5  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.86111111111,63.375,29.587694444444445,7.0
164,1602093,172P,4:13:30.00,+29:35:15.6,2000.0,20:43,1.13,4  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.86319444444,63.375,29.587666666666667,7.0
165,1602094,172P,4:13:30.00,+29:35:15.6,2000.0,20:47,1.14,2  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.86597222222,63.375,29.587666666666667,7.0
166,1602095,172P,4:13:30.00,+29:35:15.5,2000.0,20:51,1.15,2  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.86875,63.375,29.587638888888886,7.0
167,1602096,172P,4:13:30.00,+29:35:15.6,2000.0,20:55,1.16,1  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.87152777778,63.375,29.587666666666667,7.0
168,1602097,172P,4:13:30.00,+29:35:15.5,2000.0,20:58,1.17,1  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.873611111114,63.375,29.587638888888886,7.0
169,1602098,172P,4:13:30.00,+29:35:15.6,2000.0,21:02,1.18,1  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.876388888886,63.375,29.587666666666667,7.0
170,1602099,172P,4:13:30.00,+29:35:15.6,2000.0,21:06,1.19,2  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.879166666666,63.375,29.587666666666667,7.0
171,1602100,172P,4:13:30.00,+29:35:15.5,2000.0,21:10,1.2,3  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.881944444445,63.375,29.587638888888886,7.0
172,1602101,172P,4:13:30.00,+29:35:15.5,2000.0,21:14,1.21,5  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.884722222225,63.375,29.587638888888886,7.0
173,1602102,172P,4:13:30.00,+29:35:15.6,2000.0,21:17,1.22,7  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.88680555556,63.375,29.587666666666667,7.0
174,1602103,172P,4:13:30.00,+29:35:15.6,2000.0,21:21,1.24,0  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.88958333333,63.375,29.587666666666667,7.0
175,1602104,172P,4:13:30.00,+29:35:15.5,2000.0,21:25,1.25,3  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.89236111111,63.375,29.587638888888886,7.0
176,1602105,172P,4:13:30.00,+29:35:15.5,2000.0,21:29,1.26,7  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.89513888889,63.375,29.587638888888886,7.0
177,1602106,172P,4:13:30.00,+29:35:15.6,2000.0,21:32,1.28,1  WFC,179.9,180.0,r,,,,,20220304,20220304,59642.89722222222,63.375,29.587666666666667,7.0
178,1602107,172P,4:13:30.00,+29:35:15.6,2000.0,21:36,1.29,6  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.9,63.375,29.587666666666667,7.0
179,1602108,172P,4:13:30.00,+29:35:15.6,2000.0,21:40,1.31,1  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.90277777778,63.375,29.587666666666667,7.0
180,1602109,172P,4:13:30.00,+29:35:15.6,2000.0,21:44,1.32,7  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.90555555555,63.375,29.587666666666667,7.0
181,1602110,172P,4:13:30.00,+29:35:15.5,2000.0,21:48,1.34,4  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.90833333333,63.375,29.587638888888886,7.0
182,1602111,172P,4:13:30.00,+29:35:15.5,2000.0,21:51,1.36,1  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.910416666666,63.375,29.587638888888886,7.0
183,1602112,172P,4:13:30.00,+29:35:15.5,2000.0,21:55,1.37,9  WFC,179.5,180.0,r,,,,,20220304,20220304,59642.913194444445,63.375,29.587638888888886,7.0
184,1602113,172P,4:13:30.00,+29:35:15.5,2000.0,21:59,1.39,8  WFC,179.9,180.0,r,,,,,20220304,20220304,59642.915972222225,63.375,29.587638888888886,7.0
185,1602114,172P,4:13:30.00,+29:35:15.6,2000.0,22:03,1.41,7  WFC,180.0,180.0,r,,,,,20220304,20220304,59642.91875,63.375,29.587666666666667,7.0
186,1602115,172P,4:13:30.00,+29:35:15.6,2000.0,22:06,1.43,8  WFC,179.6,180.0,r,,,,,20220304,20220304,59642.92083333333,63.375,29.587666666666667,7.0
187,1602117,15P,7:28:21.97,+30:17:17.7,2000.0,22:40,1.02,2  WFC,599.7,180.0,r,,,,,20220304,20220304,59642.944444444445,112.09154166666666,30.28825,8.0
188,1602118,15P,7:28:21.97,+30:17:17.9,2000.0,22:51,1.03,2  WFC,599.7,180.0,r,,,,,20220304,20220304,59642.95208333333,112.09154166666666,30.288305555555556,8.0
189,1602119,15P,7:28:21.97,+30:17:17.9,2000.0,23:02,1.04,5  WFC,599.8,180.0,g,,,,,20220304,20220304,59642.95972222222,112.09154166666666,30.288305555555556,8.0
190,1602120,15P,7:28:21.97,+30:17:17.9,2000.0,23:13,1.05,9  WFC,599.7,180.0,g,,,,,20220304,20220304,59642.967361111114,112.09154166666666,30.288305555555556,8.0
191,1602121,15P,7:28:21.97,+30:17:17.8,2000.0,23:24,1.07,5  WFC,599.6,180.0,i,,,,,20220304,20220304,59642.975,112.09154166666666,30.28827777777778,8.0
192,1602122,15P,7:28:21.97,+30:17:17.8,2000.0,23:35,1.09,4  WFC,599.7,180.0,i,,,,,20220304,20220304,59642.98263888889,112.09154166666666,30.28827777777778,8.0
193,1602123,73P,10:27:52.82,+30:13:10.5,2000.0,23:53,1.01,9  WFC,599.7,180.0,g,,,,incorrect pointing,20220304,20220304,59642.99513888889,156.9700833333333,30.219583333333333,9.0
194,1602124,73P,10:26:24.37,+30:21:38.3,2000.0,00:09,1.0,8  WFC,599.8,180.0,g,,,,,20220304,20220305,59643.00625,156.60154166666663,30.36063888888889,10.0
195,1602125,73P,10:26:25.95,+30:22:12.3,2000.0,00:21,1.0,4  WFC,599.7,180.0,g,,,,,20220304,20220305,59643.01458333333,156.60812499999997,30.370083333333334,10.0
196,1602126,73P,10:26:25.22,+30:22:16.4,2000.0,00:33,1.0,1  WFC,599.7,180.0,r,,,,,20220304,20220305,59643.02291666667,156.6050833333333,30.371222222222222,10.0
197,1602127,73P,10:26:22.19,+30:21:50.1,2000.0,00:44,1.0,0  WFC,599.3,180.0,r,,,,,20220304,20220305,59643.03055555555,156.59245833333333,30.363916666666668,10.0
198,1602128,73P,10:26:21.47,+30:21:54.3,2000.0,00:55,1.0,2  WFC,599.8,180.0,i,,,,,20220304,20220305,59643.038194444445,156.5894583333333,30.365083333333335,10.0
199,1602129,73P,10:26:23.08,+30:22:28.1,2000.0,01:07,1.0,5  WFC,599.8,180.0,i,,,,,20220304,20220305,59643.04652777778,156.59616666666665,30.374472222222224,10.0
200,1602130,73P,10:26:19.93,+30:22:02.7,2000.0,01:20,1.01,4  WFC,1199.5,180.0,r,,,,,20220304,20220305,59643.055555555555,156.58304166666665,30.367416666666667,10.0
201,1602131,137P,11:34:05.18,-02:33:37.5,2000.0,01:45,1.17,2  WFC,599.7,180.0,r,,,,,20220304,20220305,59643.072916666664,173.5215833333333,-2.5604166666666663,11.0
202,1602132,137P,11:34:05.18,-02:33:37.5,2000.0,01:56,1.17,2  WFC,599.8,180.0,r,,,,,20220304,20220305,59643.080555555556,173.5215833333333,-2.5604166666666663,11.0
203,1602133,137P,11:34:05.17,-02:33:37.6,2000.0,02:07,1.17,5  WFC,599.7,180.0,r,,,,,20220304,20220305,59643.08819444444,173.52154166666665,-2.5604444444444443,11.0
204,1602134,137P,11:34:05.17,-02:33:37.6,2000.0,02:19,1.17,9  WFC,119.6,180.0,r,,,,,20220304,20220305,59643.09652777778,173.52154166666665,-2.5604444444444443,11.0
205,1602136,137P,11:34:05.18,-02:33:37.6,2000.0,02:28,1.18,5  WFC,120.0,180.0,r,,,,,20220304,20220305,59643.10277777778,173.5215833333333,-2.5604444444444443,11.0
206,1602137,137P,11:34:05.18,-02:33:37.6,2000.0,02:31,1.18,7  WFC,120.0,180.0,r,,,,,20220304,20220305,59643.10486111111,173.5215833333333,-2.5604444444444443,11.0
207,1602138,67P,8:24:36.78,+26:18:42.6,2000.0,02:49,1.71,6  WFC,599.7,180.0,B,,,,,20220304,20220305,59643.11736111111,126.15324999999999,26.311833333333333,12.0
208,1602140,67P,8:24:39.19,+26:19:09.2,2000.0,03:01,1.83,6  WFC,599.8,180.0,B,,,,,20220304,20220305,59643.12569444445,126.16329166666665,26.319222222222223,12.0
209,1602141,67P,8:24:37.12,+26:18:36.2,2000.0,03:13,1.96,8  WFC,599.7,180.0,g,,,,,20220304,20220305,59643.13402777778,126.15466666666666,26.310055555555557,12.0
210,1602142,67P,8:24:39.50,+26:19:03.0,2000.0,03:24,2.11,8  WFC,599.8,180.0,g,,,,,20220304,20220305,59643.14166666667,126.16458333333331,26.3175,12.0
211,1602143,67P,8:24:37.43,+26:18:30.1,2000.0,03:36,2.3,3  WFC,599.8,180.0,r,,,,,20220304,20220305,59643.15,126.15595833333332,26.30836111111111,12.0
212,1602144,67P,8:24:39.82,+26:18:56.9,2000.0,03:47,2.51,9  WFC,599.8,180.0,r,,,,,20220304,20220305,59643.157638888886,126.16591666666666,26.315805555555556,12.0
213,1602145,67P,8:24:37.75,+26:18:23.9,2000.0,03:58,2.78,7  WFC,599.7,180.0,i,,,,,20220304,20220305,59643.16527777778,126.15729166666667,26.30663888888889,12.0
214,1602146,162P,12:29:18.49,+22:20:56.1,2000.0,04:16,1.06,7  WFC,60.0,180.0,g,,,,,20220304,20220305,59643.177777777775,187.32704166666664,22.348916666666664,13.0
215,1602147,162P,12:29:18.49,+22:20:56.1,2000.0,04:17,1.07,0  WFC,60.1,180.0,g,,,,,20220304,20220305,59643.17847222222,187.32704166666664,22.348916666666664,13.0
216,1602148,162P,12:29:18.49,+22:20:56.1,2000.0,04:19,1.07,3  WFC,60.1,180.0,g,,,,,20220304,20220305,59643.17986111111,187.32704166666664,22.348916666666664,13.0
217,1602149,162P,12:29:18.49,+22:20:56.1,2000.0,04:21,1.07,6  WFC,60.1,180.0,g,,,,,20220304,20220305,59643.18125,187.32704166666664,22.348916666666664,13.0
218,1602150,162P,12:29:18.49,+22:20:56.1,2000.0,04:23,1.07,8  WFC,60.1,180.0,g,,,,,20220304,20220305,59643.18263888889,187.32704166666664,22.348916666666664,13.0
219,1602151,162P,12:29:18.49,+22:20:56.1,2000.0,04:27,1.08,5  WFC,60.1,180.0,r,,,,,20220304,20220305,59643.18541666667,187.32704166666664,22.348916666666664,13.0
220,1602152,162P,12:29:18.49,+22:20:56.0,2000.0,04:28,1.08,8  WFC,60.1,180.0,r,,,,,20220304,20220305,59643.186111111114,187.32704166666664,22.348888888888887,13.0
221,1602153,162P,12:29:18.49,+22:20:56.1,2000.0,04:30,1.09,1  WFC,60.1,180.0,r,,,,,20220304,20220305,59643.1875,187.32704166666664,22.348916666666664,13.0
222,1602154,162P,12:29:18.49,+22:20:56.1,2000.0,04:32,1.09,4  WFC,60.1,180.0,r,,,,,20220304,20220305,59643.188888888886,187.32704166666664,22.348916666666664,13.0
223,1602155,162P,12:29:18.49,+22:20:56.1,2000.0,04:34,1.09,8  WFC,60.0,180.0,r,,,,,20220304,20220305,59643.19027777778,187.32704166666664,22.348916666666664,13.0
224,1602156,162P,12:29:18.49,+22:20:56.0,2000.0,04:35,1.1,1  WFC,59.5,180.0,r,,,,,20220304,20220305,59643.19097222222,187.32704166666664,22.348888888888887,13.0
225,1602157,162P,12:29:18.49,+22:20:56.2,2000.0,04:37,1.1,5  WFC,59.6,180.0,r,,,,,20220304,20220305,59643.19236111111,187.32704166666664,22.34894444444444,13.0
226,1602158,162P,12:29:18.49,+22:20:55.9,2000.0,04:39,1.1,8  WFC,60.0,180.0,r,,,,,20220304,20220305,59643.19375,187.32704166666664,22.34886111111111,13.0
227,1602160,162P,12:29:18.49,+22:20:56.0,2000.0,04:43,1.11,6  WFC,60.0,180.0,r,,,,,20220304,20220305,59643.19652777778,187.32704166666664,22.348888888888887,13.0
